states,actions
"[0.01227184630308513, 0.003067961575771161, -0.05693999317750709, 0.04926795955071839]",[-0.4541394193948568]
"[0.01227184630308513, 0.003067961575771161, -0.04555199454200565, 0.03941436764054629]",[-0.5625789284512385]
"[0.01227184630308513, 0.0, -0.036441595633604607, -0.12186658467607003]",[0.1713033621978291]
"[0.01227184630308513, 0.0, -0.029153276506883707, -0.09749326774087308]",[0.3721420619405284]
"[0.01227184630308513, 0.0, -0.023322621205506988, -0.07799461419270415]",[-0.4532506696247207]
"[0.01227184630308513, 0.0, -0.018658096964405457, -0.062395691354169]",[-1.1311811430826333]
"[0.01227184630308513, 0.0, -0.014926477571524321, -0.049916553083363624]",[-0.6984882893993193]
"[0.01227184630308513, 0.0, -0.011941182057219502, -0.03993324246670227]",[0.020077440434237412]
"[0.01227184630308513, 0.003067961575771161, -0.009552945645775579, 0.12145148481519641]",[0.21419284549774734]
"[0.01227184630308513, 0.003067961575771161, -0.007642356516620374, 0.09716118785217986]",[0.3821667017044569]
"[0.015339807878856412, 0.003067961575771161, 0.14728419357526779, 0.07772895028173821]",[0.8355556434949516]
"[0.015339807878856412, 0.003067961575771161, 0.11782735486021423, 0.06218316022537351]",[0.9591268968340123]
"[0.015339807878856412, 0.003067961575771161, 0.09426188388817147, 0.049746528180293126]",[0.16196851095941295]
"[0.015339807878856412, 0.003067961575771161, 0.07540950711053718, 0.039797222544251554]",[-0.5578922195215417]
"[0.015339807878856412, 0.003067961575771161, 0.06032760568842965, 0.03183777803539556]",[-0.4024088483810221]
"[0.015339807878856412, 0.003067961575771161, 0.04826208455074377, 0.025470222428310763]",[0.0597538533342733]
"[0.015339807878856412, 0.003067961575771161, 0.038609667640595036, 0.02037617794263724]",[0.22042585179956875]
"[0.015339807878856412, 0.003067961575771161, 0.03088773411247603, 0.01630094235409274]",[0.12699128266011148]
"[0.015339807878856412, 0.006135923151542766, 0.024710187289980756, 0.1664388326718722]",[0.031306177811444534]
"[0.015339807878856412, 0.006135923151542766, 0.019768149831984605, 0.13315106613751482]",[0.3591726228093106]
"[0.015339807878856412, 0.006135923151542766, 0.015814519865587684, 0.10652085291002322]",[0.9813787753881652]
"[0.015339807878856412, 0.006135923151542766, 0.012651615892470214, 0.08521668232802426]",[1.2412881964752507]
"[0.015339807878856412, 0.006135923151542766, 0.010121292713976104, 0.06817334586241941]",[0.6827627571931635]
"[0.015339807878856412, 0.006135923151542766, 0.008097034171180906, 0.054538676689929844]",[0.056438382691234024]
"[0.015339807878856412, 0.003067961575771161, 0.00647762733694468, -0.10976713743664845]",[-0.05489044914700883]
"[0.01227184630308513, 0.003067961575771161, -0.14821597691900834, -0.08781370994933013]",[-0.22106677624058466]
"[0.01227184630308513, 0.003067961575771161, -0.11857278153520667, -0.07025096795948116]",[-0.5804978590071447]
"[0.01227184630308513, 0.003067961575771161, -0.09485822522816534, -0.056200774367567874]",[-0.5464395377611194]
"[0.01227184630308513, 0.0, -0.07588658018253236, -0.19835869828258978]",[0.0838330606326455]
"[0.01227184630308513, 0.0, -0.06070926414602584, -0.1586869586260775]",[0.07990128823386022]
"[0.01227184630308513, 0.0, -0.04856741131682063, -0.126949566900862]",[-0.6978027239227301]
"[0.01227184630308513, 0.0, -0.038853929053456526, -0.10155965352066687]",[-1.154007462052814]
"[0.01227184630308513, 0.0, -0.031083143242765288, -0.08124772281655623]",[-0.624968024457659]
"[0.01227184630308513, 0.0, -0.024866514594212186, -0.06499817825323362]",[0.05837655762855788]
"[0.01227184630308513, 0.003067961575771161, -0.019893211675369726, 0.10139953618596564]",[0.20400569376069494]
"[0.01227184630308513, 0.003067961575771161, -0.01591456934029578, 0.08111962894875546]",[0.3642711810230348]
"[0.015339807878856412, 0.003067961575771161, 0.1406664233163274, 0.06489570315901005]",[0.8316785668689671]
"[0.015339807878856412, 0.006135923151542766, 0.1125331386530618, 0.2053146413157947]",[0.9638634814501756]
"[0.015339807878856412, 0.006135923151542766, 0.09002651092244951, 0.16425171305263575]",[0.49997537637543354]
"[0.015339807878856412, 0.006135923151542766, 0.07202120873795959, 0.13140137044211997]",[0.3674975504518283]
"[0.015339807878856412, 0.006135923151542766, 0.05761696699036767, 0.1051210963536846]",[0.7663814170619369]
"[0.015339807878856412, 0.006135923151542766, 0.04609357359229416, 0.08409687708297042]",[0.6754812746385964]
"[0.015339807878856412, 0.006135923151542766, 0.03687485887383524, 0.06727750166638202]",[0.21798492827333113]
"[0.015339807878856412, 0.003067961575771161, 0.029499887099068145, -0.09957607745550945]",[0.014696059370010922]
"[0.01227184630308513, 0.003067961575771161, -0.12979816910930952, -0.07966086196441324]",[-0.2494467915772341]
"[0.01227184630308513, 0.003067961575771161, -0.10383853528744769, -0.06372868957154765]",[-0.6171360179290124]
"[0.01227184630308513, 0.003067961575771161, -0.08307082822995815, -0.050982951657232434]",[-0.5517007168078809]
"[0.01227184630308513, 0.003067961575771161, -0.06645666258396654, -0.04078636132578595]",[0.0946518793646175]
"[0.01227184630308513, 0.003067961575771161, -0.05316533006717328, -0.03262908906063444]",[0.4209477034004767]
"[0.01227184630308513, 0.003067961575771161, -0.042532264053738666, -0.026103271248473447]",[0.22669826862528553]
"[0.01227184630308513, 0.003067961575771161, -0.03402581124299098, -0.020882616998790127]",[0.01333013529635245]
"[0.01227184630308513, 0.003067961575771161, -0.027220648994392804, -0.016706093599026417]",[-0.009533148987891205]
"[0.01227184630308513, 0.0, -0.021776519195514266, -0.16676295366775662]",[0.056329445666342175]
"[0.01227184630308513, 0.0, -0.01742121535641139, -0.1334103629341996]",[-0.2426654791692618]
"[0.01227184630308513, 0.0, -0.013936972285129134, -0.10672829034737674]",[-0.842174319495902]
"[0.01227184630308513, 0.0, -0.01114957782810333, -0.08538263227788434]",[-1.1028384903364385]
"[0.01227184630308513, 0.003067961575771161, -0.008919662262482642, 0.08509197296623938]",[-0.5526967687477912]
"[0.01227184630308513, 0.003067961575771161, -0.007135729809986113, 0.06807357837297445]",[0.40502920825819344]
"[0.01227184630308513, 0.003067961575771161, -0.005708583847988891, 0.054458862698396615]",[1.108999852124666]
"[0.01227184630308513, 0.006135923151542766, -0.004566867078391157, 0.1969651689473153]",[1.1867987235591548]
"[0.015339807878856412, 0.006135923151542766, 0.1497445851258511, 0.1575721351578636]",[0.8587687270639273]
"[0.015339807878856412, 0.006135923151542766, 0.11979566810068087, 0.12605770812626815]",[0.7221147495854845]
"[0.01227184630308513, 0.006135923151542766, -0.0575615443080193, 0.10084616650101452]",[0.6082582103748952]
"[0.01227184630308513, 0.003067961575771161, -0.04604923544641548, -0.07272114558779208]",[0.23598827332128514]
"[0.01227184630308513, 0.003067961575771161, -0.0368393883571323, -0.05817691647021661]",[-0.052574061402106104]
"[0.01227184630308513, 0.003067961575771161, -0.02947151068570586, -0.046541533176196026]",[-0.3489340694812437]
"[0.009203884727313847, 0.003067961575771161, -0.17697528733712886, -0.037233226540962505]",[-0.6915027854485545]
"[0.009203884727313847, 0.0, -0.1415802298697031, -0.18318466002131117]",[-0.3069322685291375]
"[0.009203884727313847, 0.0, -0.11326418389576254, -0.14654772801705462]",[0.1596786816205299]
"[0.009203884727313847, 0.0, -0.09061134711661001, -0.11723818241361528]",[-0.14652734824576735]
"[0.009203884727313847, 0.0, -0.07248907769328805, -0.09379054593091496]",[-0.770693872048642]
"[0.009203884727313847, 0.0, -0.05799126215463046, -0.0750324367447206]",[-0.6246515513985854]
"[0.009203884727313847, 0.0, -0.046393009723704304, -0.06002594939579353]",[-0.06500028681107978]
"[0.009203884727313847, 0.003067961575771161, -0.03711440777896341, 0.10537731927189498]",[0.16131549305633927]
"[0.009203884727313847, 0.003067961575771161, -0.029691526223170783, 0.08430185541752167]",[0.3987671409553427]
"[0.01227184630308513, 0.003067961575771161, 0.12964485781002755, 0.06744148433401165]",[0.86973333339751]
"[0.01227184630308513, 0.003067961575771161, 0.10371588624802208, 0.053953187467215]",[0.9759588475354949]
"[0.01227184630308513, 0.003067961575771161, 0.08297270899841769, 0.043162549973772]",[0.16528534905469972]
"[0.01227184630308513, 0.003067961575771161, 0.06637816719873413, 0.0345300399790176]",[-0.5540710933380975]
"[0.01227184630308513, 0.003067961575771161, 0.053102533758987325, 0.027624031983208397]",[-0.3935726443999708]
"[0.01227184630308513, 0.003067961575771161, 0.04248202700718984, 0.022099225586572402]",[0.07051139778016177]
"[0.01227184630308513, 0.003067961575771161, 0.0339856216057518, 0.017679380469246553]",[0.23020556698626912]
"[0.01227184630308513, 0.003067961575771161, 0.027188497284601487, 0.01414350437536882]",[0.13567849366867255]
"[0.01227184630308513, 0.003067961575771161, 0.02175079782768119, 0.01131480350031211]",[0.03988335301074892]
"[0.01227184630308513, 0.003067961575771161, 0.017400638262144996, 0.009051842800232635]",[0.03344715142953094]
"[0.01227184630308513, 0.003067961575771161, 0.013920510609715997, 0.007241474240174739]",[0.06481545170649407]
"[0.01227184630308513, 0.003067961575771161, 0.011136408487772864, 0.0057931793921284225]",[0.08024421060197454]
"[0.01227184630308513, 0.003067961575771161, 0.00890912679021827, 0.004634543513702738]",[0.07555723232515633]
"[0.01227184630308513, 0.003067961575771161, 0.007127301432174549, 0.0037076348109792434]",[0.06811001646446187]
"[0.01227184630308513, 0.003067961575771161, 0.005701841145739683, 0.0029661078487777104]",[0.06665668489565449]
"[0.01227184630308513, 0.003067961575771161, 0.004561472916591813, 0.002372886279033537]",[0.06869503829251279]
"[0.01227184630308513, 0.006135923151542766, 0.003649178333273384, 0.15529638781183053]",[0.07006539723771532]
"[0.01227184630308513, 0.006135923151542766, 0.0029193426666187516, 0.12423711024948147]",[0.40455973881866614]
"[0.01227184630308513, 0.006135923151542766, 0.0023354741332950457, 0.0993896881995795]",[0.9950299059652837]
"[0.01227184630308513, 0.006135923151542766, 0.00186837930663597, 0.07951175055967497]",[1.2392884236254498]
"[0.01227184630308513, 0.006135923151542766, 0.001494703445308887, 0.06360940044774566]",[0.6854876085296143]
"[0.01227184630308513, 0.003067961575771161, 0.0011957627562471096, -0.10251055843042423]",[0.06670517866105494]
"[0.01227184630308513, 0.003067961575771161, 0.0009566102049977099, -0.08200844674433938]",[-0.3777889094809106]
"[0.009203884727313847, 0.003067961575771161, -0.15263279062456592, -0.0656067573954715]",[-0.8024016746344842]
"[0.009203884727313847, 0.003067961575771161, -0.12210623249965269, -0.05248540591637152]",[-0.8166370800645485]
"[0.009203884727313847, 0.003067961575771161, -0.0976849859997222, -0.041988324733097215]",[0.015929644528954623]
"[0.009203884727313847, 0.003067961575771161, -0.0781479887997778, -0.03359065978648346]",[0.7117330776505153]
"[0.009203884727313847, 0.003067961575771161, -0.06251839103982226, -0.026872527829169712]",[0.5335833869563598]
"[0.009203884727313847, 0.0, -0.050014712831857766, -0.17489610105187126]",[0.0704772151178036]
"[0.009203884727313847, 0.0, -0.04001177026548619, -0.139916880841497]",[-0.41717827634487376]
"[0.009203884727313847, 0.0, -0.03200941621238895, -0.11193350467323171]",[-0.9112196618392558]
"[0.009203884727313847, 0.0, -0.025607532969911195, -0.08954680373858537]",[-1.0612086398447436]
"[0.009203884727313847, 0.0, -0.020486026375928945, -0.07163744299086261]",[-0.5022865869035414]
"[0.009203884727313847, 0.0, -0.016388821100743134, -0.05730995439267872]",[0.08511903199952821]
"[0.009203884727313847, 0.003067961575771161, -0.013111056880594552, 0.10755011527439251]",[0.18000331160578179]
"[0.009203884727313847, 0.003067961575771161, -0.010488845504475652, 0.08604009221951969]",[0.3531249320543875]
"[0.009203884727313847, 0.003067961575771161, -0.0083910764035805, 0.06883207377561007]",[0.8439558237388636]
"[0.01227184630308513, 0.006135923151542766, 0.1466852176656998, 0.20846373780909744]",[1.1040280128320865]
"[0.01227184630308513, 0.006135923151542766, 0.11734817413255982, 0.16677099024727227]",[0.804296468526253]
"[0.01227184630308513, 0.006135923151542766, 0.09387853930604795, 0.13341679219783487]",[0.4956069907554978]
"[0.01227184630308513, 0.006135923151542766, 0.07510283144483831, 0.10673343375825084]",[0.49911710621187694]
"[0.01227184630308513, 0.003067961575771161, 0.06008226515587056, -0.0680113317819746]",[0.377723639326875]
"[0.009203884727313847, 0.003067961575771161, -0.10533226666386764, -0.05440906542560242]",[-0.16151499538720682]
"[0.009203884727313847, 0.003067961575771161, -0.08426581333109417, -0.043527252340453515]",[-0.696589686445666]
"[0.009203884727313847, 0.003067961575771161, -0.06741265066487534, -0.034821801872368496]",[-0.6071337352597901]
"[0.009203884727313847, 0.003067961575771161, -0.05393012053190027, -0.02785744149790048]",[0.1081984423178009]
"[0.009203884727313847, 0.003067961575771161, -0.043144096425520195, -0.022285953198320385]",[0.45475713793455286]
"[0.009203884727313847, 0.003067961575771161, -0.03451527714041608, -0.017828762558650624]",[0.24446185594148617]
"[0.009203884727313847, 0.003067961575771161, -0.027612221712332907, -0.014263010046931868]",[0.017168152348935414]
"[0.006135923151542565, 0.0, -0.17548785615843038, -0.1648084868260753]",[-0.005824861207361275]
"[0.006135923151542565, 0.0, -0.14039028492674432, -0.13184678946086592]",[-0.1470661243258674]
"[0.006135923151542565, 0.0, -0.11231222794139545, -0.10547743156868705]",[-0.4074074477755677]
"[0.006135923151542565, 0.0, -0.08984978235311636, -0.08438194525496101]",[-0.5400416801510309]
"[0.006135923151542565, 0.0, -0.07187982588249309, -0.06750555620396881]",[-0.2779996144474262]
"[0.006135923151542565, 0.0, -0.05750386070599445, -0.05400444496316936]",[0.03021022538571308]
"[0.006135923151542565, 0.0, -0.04600308856479551, -0.04320355597053549]",[0.09012854480886574]
"[0.009203884727313847, 0.003067961575771161, 0.11659560793672763, 0.11883523401212415]",[0.00946915238162252]
"[0.009203884727313847, 0.003067961575771161, 0.09327648634938213, 0.09506818720967658]",[0.1669871346035629]
"[0.009203884727313847, 0.003067961575771161, 0.07462118907950571, 0.07605454976774695]",[0.4710205107545262]
"[0.009203884727313847, 0.003067961575771161, 0.05969695126360458, 0.06084363981420893]",[0.6161749132355407]
"[0.009203884727313847, 0.003067961575771161, 0.04775756101088363, 0.04867491185135009]",[0.34384758943895155]
"[0.009203884727313847, 0.003067961575771161, 0.03820604880870687, 0.03893992948110281]",[0.026879578052275005]
"[0.009203884727313847, 0.003067961575771161, 0.030564839046965497, 0.03115194358488793]",[-0.03305127328138452]
"[0.009203884727313847, 0.003067961575771161, 0.02445187123757242, 0.024921554867887608]",[0.05071593694350386]
"[0.009203884727313847, 0.003067961575771161, 0.01956149699005788, 0.019937243894332823]",[0.10650339914737064]
"[0.009203884727313847, 0.003067961575771161, 0.015649197592046304, 0.015949795115460574]",[0.10000031741914024]
"[0.009203884727313847, 0.003067961575771161, 0.012519358073637077, 0.012759836092385513]",[0.07743190851692125]
"[0.009203884727313847, 0.003067961575771161, 0.010015486458909706, 0.010207868873891357]",[0.07028810392066925]
"[0.009203884727313847, 0.003067961575771161, 0.00801238916712771, 0.008166295099101717]",[0.07531736746092128]
"[0.009203884727313847, 0.003067961575771161, 0.006409911333702167, 0.006533036079275689]",[0.07996308739014081]
"[0.009203884727313847, 0.003067961575771161, 0.005127929066961745, 0.005226428863409183]",[0.08012133051765495]
"[0.009203884727313847, 0.003067961575771161, 0.0041023432535693405, 0.004181143090704609]",[0.07853630400454979]
"[0.009203884727313847, 0.003067961575771161, 0.0032818746028555057, 0.003344914472563687]",[0.07781615876009361]
"[0.009203884727313847, 0.003067961575771161, 0.0026254996822844268, 0.0026759315780680026]",[0.07807791404707716]
"[0.009203884727313847, 0.003067961575771161, 0.0021003997458275414, 0.002140745262437349]",[0.07844352513113925]
"[0.009203884727313847, 0.003067961575771161, 0.0016803197966620553, 0.0017125962099555636]",[0.07850362348806694]
"[0.009203884727313847, 0.003067961575771161, 0.0013442558373296665, 0.0013700769679587665]",[0.07839884077433944]
"[0.009203884727313847, 0.003067961575771161, 0.001075404669863722, 0.0010960615743442759]",[0.07833359013074061]
"[0.009203884727313847, 0.003067961575771161, 0.0008603237358909555, 0.0008768492594697364]",[0.0783435041779752]
"[0.009203884727313847, 0.006135923151542766, 0.00068825898871272, 0.1540995581961795]",[0.07837084986697752]
"[0.009203884727313847, 0.006135923151542766, 0.0005506071909702204, 0.1232796465569379]",[0.41302366433793736]
"[0.01227184630308513, 0.006135923151542766, 0.15383856454134037, 0.09862371724554464]",[1.00403757852666]
"[0.01227184630308513, 0.006135923151542766, 0.12307085163307224, 0.07889897379646982]",[1.1258218958955548]
"[0.009203884727313847, 0.006135923151542766, -0.05494139748210636, 0.0631191790371588]",[0.27896715196145977]
"[0.009203884727313847, 0.003067961575771161, -0.04395311798568502, -0.10290273555887097]",[-0.33843309488766604]
"[0.009203884727313847, 0.003067961575771161, -0.035162494388548016, -0.08232218844710815]",[-0.21545315093016504]
"[0.009203884727313847, 0.003067961575771161, -0.02812999551083839, -0.06585775075768652]",[-0.2121272614499694]
"[0.009203884727313847, 0.003067961575771161, -0.02250399640867068, -0.05268620060613216]",[-0.5690884947907502]
"[0.006135923151542565, 0.003067961575771161, -0.1714012759155007, -0.04214896048492278]",[-0.41870648280116973]
"[0.006135923151542565, 0.003067961575771161, -0.1371210207324005, -0.03371916838796096]",[0.17081751167142065]
"[0.006135923151542565, 0.003067961575771161, -0.10969681658592045, -0.0269753347103574]",[0.6497259689543347]
"[0.006135923151542565, 0.0, -0.08775745326873635, -0.17497834655679867]",[0.6897733237137804]
"[0.006135923151542565, 0.0, -0.07020596261498907, -0.13998267724542757]",[-0.018391771743632934]
"[0.006135923151542565, 0.0, -0.05616477009199122, -0.11198614179636479]",[-0.928614600002178]
"[0.006135923151542565, 0.0, -0.04493181607359298, -0.0895889134370691]",[-1.1975061242882594]
"[0.006135923151542565, 0.0, -0.035945452858874405, -0.07167113074964959]",[-0.544093578424827]
"[0.006135923151542565, 0.0, -0.02875636228709949, -0.057336904599708305]",[0.12457747117243226]
"[0.006135923151542565, 0.0, -0.02300508982967958, -0.0458695236797837]",[0.21982269973487986]
"[0.006135923151542565, 0.0, -0.018404071863743654, -0.036695618943838326]",[0.029550637522994486]
"[0.006135923151542565, 0.003067961575771161, -0.014723257490994901, 0.12404158363347051]",[-0.08281097916686368]
"[0.009203884727313847, 0.003067961575771161, 0.1416194727957682, 0.09923326690676504]",[0.27259056145120353]
"[0.009203884727313847, 0.003067961575771161, 0.11329557823661457, 0.07938661352540066]",[0.7896277171678063]
"[0.009203884727313847, 0.003067961575771161, 0.09063646258929164, 0.06350929082032053]",[0.7541401097522176]
"[0.009203884727313847, 0.003067961575771161, 0.07250917007143332, 0.050807432656256424]",[0.06721912569076016]
"[0.009203884727313847, 0.003067961575771161, 0.05800733605714664, 0.040645946125039245]",[-0.2867180895047358]
"[0.009203884727313847, 0.003067961575771161, 0.04640586884571729, 0.03251675690003708]",[-0.08962719287620596]
"[0.009203884727313847, 0.003067961575771161, 0.03712469507657379, 0.026013405520018296]",[0.1347560400559848]
"[0.009203884727313847, 0.003067961575771161, 0.02969975606125902, 0.020810724416008952]",[0.16122306047184531]
"[0.009203884727313847, 0.003067961575771161, 0.023759804849007193, 0.016648579532841268]",[0.09295462845075023]
"[0.009203884727313847, 0.003067961575771161, 0.019007843879205788, 0.01331886362626733]",[0.055016032423565474]
"[0.009203884727313847, 0.003067961575771161, 0.015206275103364586, 0.010655090901025233]",[0.06340109791084683]
"[0.009203884727313847, 0.003067961575771161, 0.012165020082691658, 0.008524072720803133]",[0.08039998190057325]
"[0.009203884727313847, 0.003067961575771161, 0.00973201606615337, 0.006819258176648191]",[0.08453987647826437]
"[0.009203884727313847, 0.003067961575771161, 0.007785612852922674, 0.0054554065413015]",[0.08023173830262768]
"[0.009203884727313847, 0.003067961575771161, 0.006228490282338073, 0.0043643252330412]",[0.07695574263744187]
"[0.009203884727313847, 0.003067961575771161, 0.004982792225870447, 0.003491460186438644]",[0.07711488669094704]
"[0.009203884727313847, 0.003067961575771161, 0.003986233780696347, 0.0027931681491679683]",[0.07834598735733733]
"[0.009203884727313847, 0.003067961575771161, 0.0031889870245571106, 0.0022345345193173216]",[0.0788050741487402]
"[0.009203884727313847, 0.003067961575771161, 0.0025511896196456774, 0.0017876276154424886]",[0.07855977470284117]
"[0.009203884727313847, 0.006135923151542766, 0.002040951695716553, 0.15482818088096906]",[0.07829384862447858]
"[0.009203884727313847, 0.006135923151542766, 0.0016327613565732535, 0.1238625447047923]",[0.4129145392411682]
"[0.009203884727313847, 0.006135923151542766, 0.0013062090852585806, 0.09909003576382247]",[1.0040192406582351]
"[0.009203884727313847, 0.006135923151542766, 0.0010449672682068534, 0.07927202861105798]",[1.2484986265018538]
"[0.009203884727313847, 0.006135923151542766, 0.0008359738145654605, 0.06341762288883501]",[0.6945647802364682]
"[0.009203884727313847, 0.003067961575771161, 0.0006687790516523573, -0.10266398047753]",[0.07564812257241962]
"[0.006135923151542565, 0.003067961575771161, -0.15286305554724222, -0.08213118438203537]",[-0.3688549021999121]
"[0.006135923151542565, 0.003067961575771161, -0.12229044443779374, -0.06570494750565103]",[-0.6707780763084423]
"[0.006135923151542565, 0.0, -0.09783235555023495, -0.20596203679303926]",[-0.5147050551736041]
"[0.006135923151542565, 0.0, -0.07826588444018795, -0.1647696294344314]",[-0.18857062685100912]
"[0.0030679615757712823, 0.0, -0.2160107863407145, -0.13181570354754513]",[-0.4794947993651387]
"[0.0030679615757712823, 0.0, -0.17280862907257163, -0.10545256283805315]",[-0.8116399185963111]
"[0.0030679615757712823, 0.0, -0.1382469032580573, -0.08436205027044252]",[-0.17558742513253728]
"[0.0030679615757712823, 0.0, -0.11059752260644587, -0.06748964021633697]",[0.548396528329755]
"[0.0030679615757712823, 0.0, -0.08847801808515668, -0.053991712173086626]",[0.45150349521919025]
"[0.0030679615757712823, 0.0, -0.07078241446812536, -0.043193369738474985]",[0.012352572399215576]
"[0.0030679615757712823, 0.0, -0.0566259315745003, -0.034554695790774304]",[-0.15951661443990775]
"[0.0030679615757712823, 0.0, -0.045300745259600206, -0.02764375663261376]",[-0.07895311238285863]
"[0.0030679615757712823, 0.0, -0.036240596207680165, -0.022115005306091007]",[0.015320619544727698]
"[0.0030679615757712823, 0.0, -0.028992476966144154, -0.01769200424487849]",[0.026082836016175323]
"[0.0030679615757712823, 0.0, -0.0231939815729153, -0.014153603395897107]",[-0.0029327131305380057]
"[0.0030679615757712823, 0.0, -0.018555185258332246, -0.011322882716712002]",[-0.018913676889084054]
"[0.0030679615757712823, 0.0, -0.014844148206665825, -0.009058306173386654]",[-0.015294270909409047]
"[0.0030679615757712823, 0.0, -0.011875318565332665, -0.007246644938703639]",[-0.008097934795535593]
"[0.0030679615757712823, 0.0, -0.009500254852266132, -0.005797315950985649]",[-0.0063702206227396405]
"[0.0030679615757712823, 0.0, -0.0076002038818129, -0.004637852760794203]",[-0.008204472803370656]
"[0.0030679615757712823, 0.0, -0.006080163105450315, -0.0037102822086296783]",[-0.009586871120590422]
"[0.0030679615757712823, 0.0, -0.004864130484360268, -0.0029682257669207956]",[-0.009513918103516756]
"[0.0030679615757712823, 0.0, -0.0038913043874882203, -0.002374580613548005]",[-0.008991992288120072]
"[0.0030679615757712823, 0.0, -0.0031130435099905873, -0.0018996644908213511]",[-0.008799311399285479]
"[0.0030679615757712823, 0.0, -0.0024904348079924643, -0.0015197315926513966]",[-0.008904122677950526]
"[0.0030679615757712823, 0.0, -0.001992347846393988, -0.0012157852741268016]",[-0.009016511317832595]
"[0.0030679615757712823, 0.0, -0.001593878277115185, -0.0009726282193014413]",[-0.009026331153836699]
"[0.006135923151542565, 0.0, 0.15212297616687195, -0.0007781025754241]",[-0.008990496073745148]
"[0.006135923151542565, 0.0, 0.12169838093349758, -0.0006224820603506487]",[-0.1316176192752457]
"[0.006135923151542565, 0.0, 0.09735870474679809, -0.0004979856482805189]",[-0.4245550651424055]
"[0.006135923151542565, 0.0, 0.07788696379743848, -0.0003983885186187308]",[-0.5457153599402104]
"[0.006135923151542565, 0.0, 0.06230957103795079, -0.00031871081486656294]",[-0.2711719855054136]
"[0.006135923151542565, 0.0, 0.04984765683036063, -0.000254968651887566]",[0.035579130682698204]
"[0.006135923151542565, 0.0, 0.03987812546428848, -0.00020397492150436847]",[0.09002847656626337]
"[0.006135923151542565, 0.0, 0.031902500371430775, -0.00016317993720349477]",[0.007531230858064202]
"[0.009203884727313847, 0.0, 0.17892007908570873, -0.00013054394975142714]",[-0.04578631132073845]
"[0.009203884727313847, 0.003067961575771161, 0.14313606326856693, 0.15329364362875708]",[-0.161347363226848]
"[0.009203884727313847, 0.003067961575771161, 0.11450885061485361, 0.12263491490298861]",[-0.09770115250273992]
"[0.009203884727313847, 0.003067961575771161, 0.09160708049188288, 0.0981079319223852]",[0.37883878857239217]
"[0.009203884727313847, 0.003067961575771161, 0.07328566439350626, 0.07848634553792522]",[0.8928178352127073]
"[0.009203884727313847, 0.003067961575771161, 0.058628531514805016, 0.06278907643036291]",[0.6411782125049321]
"[0.009203884727313847, 0.003067961575771161, 0.04690282521184397, 0.05023126114426191]",[0.07663688513634784]
"[0.009203884727313847, 0.003067961575771161, 0.037522260169475186, 0.04018500891541521]",[-0.11416531321291146]
"[0.009203884727313847, 0.003067961575771161, 0.030017808135580137, 0.0321480071323208]",[-0.0003544693384490566]
"[0.009203884727313847, 0.003067961575771161, 0.02401424650846412, 0.02571840570584527]",[0.11403754141722035]
"[0.009203884727313847, 0.0, 0.01921139720677123, -0.13282335422385927]",[0.12132366930916147]
"[0.009203884727313847, 0.0, 0.015369117765416995, -0.10625868337905331]",[-0.2509571994987283]
"[0.009203884727313847, 0.0, 0.012295294212333607, -0.08500694670323128]",[-0.8603357677419069]
"[0.009203884727313847, 0.0, 0.009836235369866886, -0.06800555736256797]",[-1.0990837766883557]
"[0.009203884727313847, 0.0, 0.007868988295893498, -0.05440444589007143]",[-0.5362540310162753]
"[0.009203884727313847, 0.0, 0.006295190636714798, -0.043523556712045774]",[0.08435151154116961]
"[0.01227184630308513, 0.0, 0.15843423129793593, -0.034818845369642304]",[0.19175503016139123]
"[0.01227184630308513, 0.003067961575771161, 0.1267473850383487, 0.1255430024928046]",[-0.09897055065492011]
"[0.01227184630308513, 0.003067961575771161, 0.10139790803067905, 0.10043440199427778]",[-0.16464372247399686]
"[0.01227184630308513, 0.003067961575771161, 0.0811183264245432, 0.08034752159539948]",[0.3201781116074341]
"[0.015339807878856412, 0.003067961575771161, 0.21829273992819864, 0.06427801727630822]",[0.8836217643053015]
"[0.015339807878856412, 0.003067961575771161, 0.17463419194255891, 0.051422413821057944]",[0.5271159743150748]
"[0.015339807878856412, 0.003067961575771161, 0.13970735355404718, 0.04113793105685204]",[-0.3404920703170253]
"[0.015339807878856412, 0.003067961575771161, 0.11176588284323774, 0.03291034484550437]",[-0.6630102273706096]
"[0.015339807878856412, 0.003067961575771161, 0.08941270627459019, 0.026328275876380758]",[-0.27547687781108837]
"[0.015339807878856412, 0.003067961575771161, 0.07153016501967213, 0.021062620701087553]",[0.1490744027635963]
"[0.015339807878856412, 0.003067961575771161, 0.05722413201573784, 0.016850096560887096]",[0.21252917802966542]
"[0.015339807878856412, 0.003067961575771161, 0.04577930561259025, 0.01348007724871536]",[0.09190467078337523]
"[0.015339807878856412, 0.003067961575771161, 0.036623444490072155, 0.010784061798972289]",[0.01941197837671798]
"[0.015339807878856412, 0.003067961575771161, 0.029298755592057635, 0.008627249439172147]",[0.032016441968013266]
"[0.015339807878856412, 0.003067961575771161, 0.02343900447364622, 0.006901799551343402]",[0.06307790151696227]
"[0.015339807878856412, 0.003067961575771161, 0.01875120357891691, 0.00552143964108609]",[0.07161029698141187]
"[0.015339807878856412, 0.0, 0.01500096286313346, -0.14898092707568367]",[0.06414381653367625]
"[0.015339807878856412, 0.0, 0.012000770290506724, -0.11918474166054693]",[-0.2766612026043021]
